"show","theatre","current_week","past_week","week_ending"
"Blithe Spirit","Neil Simon Theatre",135425,151856,1987-05-31
"Blithe Spirit","Neil Simon Theatre",151856,164865,1987-06-07
"Blithe Spirit","Neil Simon Theatre",164865,93908,1987-06-14
"Blithe Spirit","Neil Simon Theatre",93908,107965,1987-06-21
"Blithe Spirit","Sam S. Shubert Theatre",323955,438689,2009-03-01
"Blithe Spirit","Sam S. Shubert Theatre",438689,425268,2009-03-08
"Blithe Spirit","Sam S. Shubert Theatre",425268,640703,2009-03-15
"Blithe Spirit","Sam S. Shubert Theatre",640703,624769,2009-03-22
"Blithe Spirit","Sam S. Shubert Theatre",624769,575964,2009-03-29
"Blithe Spirit","Sam S. Shubert Theatre",575964,621770,2009-04-05
"Blithe Spirit","Sam S. Shubert Theatre",621770,603470,2009-04-12
"Blithe Spirit","Sam S. Shubert Theatre",603470,524435,2009-04-19
"Blithe Spirit","Sam S. Shubert Theatre",524435,495411,2009-04-26
"Blithe Spirit","Sam S. Shubert Theatre",495411,532528,2009-05-03
"Blithe Spirit","Sam S. Shubert Theatre",532528,559139,2009-05-10
"Blithe Spirit","Sam S. Shubert Theatre",559139,591570,2009-05-17
"Blithe Spirit","Sam S. Shubert Theatre",591570,481117,2009-05-24
"Blithe Spirit","Sam S. Shubert Theatre",481117,494842,2009-05-31
"Blithe Spirit","Sam S. Shubert Theatre",494842,578411,2009-06-07
"Blithe Spirit","Sam S. Shubert Theatre",578411,604487,2009-06-14
"Blithe Spirit","Sam S. Shubert Theatre",604487,597662,2009-06-21
"Blithe Spirit","Sam S. Shubert Theatre",597662,548311,2009-06-28
"Blithe Spirit","Sam S. Shubert Theatre",548311,605284,2009-07-05
"Blithe Spirit","Sam S. Shubert Theatre",605284,735939,2009-07-12
"Blood Brothers","Music Box Theatre",119235,175524,1993-04-18
"Blood Brothers","Music Box Theatre",175524,144046,1993-04-25
"Blood Brothers","Music Box Theatre",144046,170317,1993-05-02
"Blood Brothers","Music Box Theatre",170317,204767,1993-05-09
"Blood Brothers","Music Box Theatre",204767,189543,1993-05-16
"Blood Brothers","Music Box Theatre",189543,155818,1993-05-23
"Blood Brothers","Music Box Theatre",155818,154064,1993-05-30
"Blood Brothers","Music Box Theatre",154064,183253,1993-06-06
"Blood Brothers","Music Box Theatre",183253,184323,1993-06-13
"Blood Brothers","Music Box Theatre",184323,173403,1993-06-20
"Blood Brothers","Music Box Theatre",173403,158477,1993-06-27
"Blood Brothers","Music Box Theatre",158477,137228,1993-07-04
"Blood Brothers","Music Box Theatre",137228,151296,1993-07-11
"Blood Brothers","Music Box Theatre",151296,161761,1993-07-18
"Blood Brothers","Music Box Theatre",161761,179916,1993-07-25
"Blood Brothers","Music Box Theatre",179916,204749,1993-08-01
"Blood Brothers","Music Box Theatre",204749,195491,1993-08-08
"Blood Brothers","Music Box Theatre",195491,211170,1993-08-15
"Blood Brothers","Music Box Theatre",211170,208664,1993-08-22
"Blood Brothers","Music Box Theatre",208664,253610,1993-08-29
"Blood Brothers","Music Box Theatre",253610,271933,1993-09-05
"Blood Brothers","Music Box Theatre",271933,264835,1993-09-12
"Blood Brothers","Music Box Theatre",264835,275645,1993-09-19
"Blood Brothers","Music Box Theatre",275645,277833,1993-09-26
"Blood Brothers","Music Box Theatre",277833,322788,1993-10-03
"Blood Brothers","Music Box Theatre",322788,321979,1993-10-10
"Blood Brothers","Music Box Theatre",321979,307632,1993-10-17
"Blood Brothers","Music Box Theatre",307632,267640,1993-10-24
"Blood Brothers","Music Box Theatre",267640,281401,1993-10-31
"Blood Brothers","Music Box Theatre",281401,306588,1993-11-07
"Blood Brothers","Music Box Theatre",306588,283930,1993-11-14
"Blood Brothers","Music Box Theatre",283930,362015,1993-11-21
"Blood Brothers","Music Box Theatre",362015,317994,1993-11-28
"Blood Brothers","Music Box Theatre",317994,329294,1993-12-05
"Blood Brothers","Music Box Theatre",329294,255175,1993-12-12
"Blood Brothers","Music Box Theatre",255175,199131,1993-12-19
"Blood Brothers","Music Box Theatre",199131,400045,1993-12-26
"Blood Brothers","Music Box Theatre",400045,218402,1994-01-02
"Blood Brothers","Music Box Theatre",218402,214740,1994-01-09
"Blood Brothers","Music Box Theatre",214740,205570,1994-01-16
"Blood Brothers","Music Box Theatre",205570,175737,1994-01-23
"Blood Brothers","Music Box Theatre",175737,169240,1994-01-30
"Blood Brothers","Music Box Theatre",169240,148436,1994-02-06
"Blood Brothers","Music Box Theatre",148436,221946,1994-02-13
"Blood Brothers","Music Box Theatre",221946,170661,1994-02-20
"Blood Brothers","Music Box Theatre",170661,162904,1994-02-27
"Blood Brothers","Music Box Theatre",162904,193268,1994-03-06
"Blood Brothers","Music Box Theatre",193268,177404,1994-03-13
"Blood Brothers","Music Box Theatre",177404,166559,1994-03-20
"Blood Brothers","Music Box Theatre",166559,242316,1994-03-27
"Blood Brothers","Music Box Theatre",242316,218819,1994-04-03
"Blood Brothers","Music Box Theatre",218819,218756,1994-04-10
"Blood Brothers","Music Box Theatre",218756,246989,1994-04-17
"Blood Brothers","Music Box Theatre",246989,160175,1994-04-24
"Blood Brothers","Music Box Theatre",160175,184535,1994-05-01
"Blood Brothers","Music Box Theatre",184535,217937,1994-05-08
"Blood Brothers","Music Box Theatre",217937,221815,1994-05-15
"Blood Brothers","Music Box Theatre",221815,220919,1994-05-22
"Blood Brothers","Music Box Theatre",220919,235644,1994-05-29
"Blood Brothers","Music Box Theatre",235644,147477,1994-06-05
"Blood Brothers","Music Box Theatre",147477,116361,1994-06-12
"Blood Brothers","Music Box Theatre",116361,173271,1994-06-19
"Blood Brothers","Music Box Theatre",173271,173043,1994-06-26
"Blood Brothers","Music Box Theatre",173043,146736,1994-07-03
"Blood Brothers","Music Box Theatre",146736,166828,1994-07-10
"Blood Brothers","Music Box Theatre",166828,203289,1994-07-17
"Blood Brothers","Music Box Theatre",203289,194851,1994-07-24
"Blood Brothers","Music Box Theatre",194851,203023,1994-07-31
"Blood Brothers","Music Box Theatre",203023,208389,1994-08-07
"Blood Brothers","Music Box Theatre",208389,205827,1994-08-14
"Blood Brothers","Music Box Theatre",205827,184966,1994-08-21
"Blood Brothers","Music Box Theatre",184966,199158,1994-08-28
"Blood Brothers","Music Box Theatre",199158,134129,1994-09-04
"Blood Brothers","Music Box Theatre",134129,150327,1994-09-11
"Blood Brothers","Music Box Theatre",150327,188894,1994-09-18
"Blood Brothers","Music Box Theatre",188894,158281,1994-09-25
"Blood Brothers","Music Box Theatre",158281,197529,1994-10-02
"Blood Brothers","Music Box Theatre",197529,181411,1994-10-09
"Blood Brothers","Music Box Theatre",181411,180453,1994-10-16
"Blood Brothers","Music Box Theatre",180453,161364,1994-10-23
"Blood Brothers","Music Box Theatre",161364,154494,1994-10-30
"Blood Brothers","Music Box Theatre",154494,198519,1994-11-06
"Blood Brothers","Music Box Theatre",198519,165250,1994-11-13
"Blood Brothers","Music Box Theatre",165250,204474,1994-11-20
"Blood Brothers","Music Box Theatre",204474,191062,1994-11-27
"Blood Brothers","Music Box Theatre",191062,203050,1994-12-04
"Blood Brothers","Music Box Theatre",203050,143222,1994-12-11
"Blood Brothers","Music Box Theatre",143222,86822,1994-12-18
"Blood Brothers","Music Box Theatre",86822,314531,1994-12-25
"Blood Brothers","Music Box Theatre",314531,130708,1995-01-01
"Blood Brothers","Music Box Theatre",130708,178584,1995-01-08
"Blood Brothers","Music Box Theatre",178584,152429,1995-01-15
"Blood Brothers","Music Box Theatre",152429,145475,1995-01-22
"Blood Brothers","Music Box Theatre",145475,86011,1995-01-29
"Blood Brothers","Music Box Theatre",86011,111090,1995-02-05
"Blood Brothers","Music Box Theatre",111090,203329,1995-02-12
"Blood Brothers","Music Box Theatre",203329,172925,1995-02-19
"Blood Brothers","Music Box Theatre",172925,97710,1995-02-26
"Blood Brothers","Music Box Theatre",97710,124339,1995-03-05
"Blood Brothers","Music Box Theatre",124339,127269,1995-03-12
"Blood Brothers","Music Box Theatre",127269,135574,1995-03-19
"Blood Brothers","Music Box Theatre",135574,107588,1995-03-26
"Blood Brothers","Music Box Theatre",107588,93104,1995-04-02
"Blood Brothers","Music Box Theatre",93104,87668,1995-04-09
"Blood Brothers","Music Box Theatre",87668,169379,1995-04-16
"Blood Brothers","Music Box Theatre",169379,137333,1995-04-23
"Blood Knot","John Golden Theatre",44326,67950,1985-12-01
"Blood Knot","John Golden Theatre",67950,65883,1985-12-08
"Blood Knot","John Golden Theatre",65883,66492,1985-12-15
"Blood Knot","John Golden Theatre",66492,94954,1985-12-22
"Blood Knot","John Golden Theatre",94954,79401,1985-12-29
"Blood Knot","John Golden Theatre",79401,68007,1986-01-05
"Blood Knot","John Golden Theatre",68007,64878,1986-01-12
"Blood Knot","John Golden Theatre",64878,51965,1986-01-19
"Blood Knot","John Golden Theatre",51965,46752,1986-01-26
"Blood Knot","John Golden Theatre",46752,41387,1986-02-02
"Blood Knot","John Golden Theatre",41387,49470,1986-02-09
"Blood Knot","John Golden Theatre",49470,40333,1986-02-16
"Blood Knot","John Golden Theatre",40333,63666,1986-02-23
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",281383,284719,2010-09-26
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",284719,290378,2010-10-03
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",290378,290198,2010-10-10
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",290198,388676,2010-10-17
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",388676,313668,2010-10-24
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",313668,335276,2010-10-31
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",335276,358813,2010-11-07
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",358813,342435,2010-11-14
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",342435,442113,2010-11-21
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",442113,315796,2010-11-28
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",315796,367783,2010-12-05
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",367783,419303,2010-12-12
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",419303,501179,2010-12-19
"Bloody Bloody Andrew Jackson","Bernard B. Jacobs Theatre",501179,697839,2010-12-26
"Boeing-Boeing","Longacre Theatre",81063,284646,2008-04-20
"Boeing-Boeing","Longacre Theatre",284646,222507,2008-04-27
"Boeing-Boeing","Longacre Theatre",222507,327771,2008-05-04
"Boeing-Boeing","Longacre Theatre",327771,359793,2008-05-11
"Boeing-Boeing","Longacre Theatre",359793,381175,2008-05-18
"Boeing-Boeing","Longacre Theatre",381175,344847,2008-05-25
"Boeing-Boeing","Longacre Theatre",344847,379191,2008-06-01
"Boeing-Boeing","Longacre Theatre",379191,429944,2008-06-08
"Boeing-Boeing","Longacre Theatre",429944,438406,2008-06-15
"Boeing-Boeing","Longacre Theatre",438406,431594,2008-06-22
"Boeing-Boeing","Longacre Theatre",431594,411999,2008-06-29
"Boeing-Boeing","Longacre Theatre",411999,423121,2008-07-06
"Boeing-Boeing","Longacre Theatre",423121,454573,2008-07-13
"Boeing-Boeing","Longacre Theatre",454573,474393,2008-07-20
"Boeing-Boeing","Longacre Theatre",474393,484577,2008-07-27
"Boeing-Boeing","Longacre Theatre",484577,451831,2008-08-03
"Boeing-Boeing","Longacre Theatre",451831,418800,2008-08-10
"Boeing-Boeing","Longacre Theatre",418800,425249,2008-08-17
"Boeing-Boeing","Longacre Theatre",425249,463525,2008-08-24
"Boeing-Boeing","Longacre Theatre",463525,368085,2008-08-31
"Boeing-Boeing","Longacre Theatre",368085,369980,2008-09-07
"Boeing-Boeing","Longacre Theatre",369980,381491,2008-09-14
"Boeing-Boeing","Longacre Theatre",381491,364474,2008-09-21
"Boeing-Boeing","Longacre Theatre",364474,350664,2008-09-28
"Boeing-Boeing","Longacre Theatre",350664,365644,2008-10-05
"Boeing-Boeing","Longacre Theatre",365644,406478,2008-10-12
"Boeing-Boeing","Longacre Theatre",406478,381707,2008-10-19
"Boeing-Boeing","Longacre Theatre",381707,271106,2008-10-26
"Boeing-Boeing","Longacre Theatre",271106,315756,2008-11-02
"Boeing-Boeing","Longacre Theatre",315756,306115,2008-11-09
"Boeing-Boeing","Longacre Theatre",306115,275519,2008-11-16
"Boeing-Boeing","Longacre Theatre",275519,309287,2008-11-23
"Boeing-Boeing","Longacre Theatre",309287,362398,2008-11-30
"Boeing-Boeing","Longacre Theatre",362398,331996,2008-12-07
"Boeing-Boeing","Longacre Theatre",331996,292332,2008-12-14
"Boeing-Boeing","Longacre Theatre",292332,358613,2008-12-21
"Boeing-Boeing","Longacre Theatre",358613,450913,2008-12-28
"Bombay Dreams","Broadway Theatre",562995,588932,2004-04-04
"Bombay Dreams","Broadway Theatre",588932,514950,2004-04-11
"Bombay Dreams","Broadway Theatre",514950,587013,2004-04-18
"Bombay Dreams","Broadway Theatre",587013,565683,2004-04-25
"Bombay Dreams","Broadway Theatre",565683,766722,2004-05-02
"Bombay Dreams","Broadway Theatre",766722,791934,2004-05-09
"Bombay Dreams","Broadway Theatre",791934,798534,2004-05-16
"Bombay Dreams","Broadway Theatre",798534,772678,2004-05-23
"Bombay Dreams","Broadway Theatre",772678,670853,2004-05-30
"Bombay Dreams","Broadway Theatre",670853,718472,2004-06-06
"Bombay Dreams","Broadway Theatre",718472,661081,2004-06-13
"Bombay Dreams","Broadway Theatre",661081,744249,2004-06-20
"Bombay Dreams","Broadway Theatre",744249,610978,2004-06-27
"Bombay Dreams","Broadway Theatre",610978,537977,2004-07-04
"Bombay Dreams","Broadway Theatre",537977,584746,2004-07-11
"Bombay Dreams","Broadway Theatre",584746,534944,2004-07-18
"Bombay Dreams","Broadway Theatre",534944,562465,2004-07-25
"Bombay Dreams","Broadway Theatre",562465,500316,2004-08-01
"Bombay Dreams","Broadway Theatre",500316,475251,2004-08-08
"Bombay Dreams","Broadway Theatre",475251,480624,2004-08-15
"Bombay Dreams","Broadway Theatre",480624,453786,2004-08-22
"Bombay Dreams","Broadway Theatre",453786,498458,2004-08-29
"Bombay Dreams","Broadway Theatre",498458,455216,2004-09-05
"Bombay Dreams","Broadway Theatre",455216,487910,2004-09-12
"Bombay Dreams","Broadway Theatre",487910,431102,2004-09-19
"Bombay Dreams","Broadway Theatre",431102,456659,2004-09-26
"Bombay Dreams","Broadway Theatre",456659,528994,2004-10-03
"Bombay Dreams","Broadway Theatre",528994,529298,2004-10-10
"Bombay Dreams","Broadway Theatre",529298,543719,2004-10-17
"Bombay Dreams","Broadway Theatre",543719,370205,2004-10-24
"Bombay Dreams","Broadway Theatre",370205,399192,2004-10-31
"Bombay Dreams","Broadway Theatre",399192,470869,2004-11-07
"Bombay Dreams","Broadway Theatre",470869,400833,2004-11-14
"Bombay Dreams","Broadway Theatre",400833,604657,2004-11-21
"Bombay Dreams","Broadway Theatre",604657,486581,2004-11-28
"Bombay Dreams","Broadway Theatre",486581,456242,2004-12-05
"Bombay Dreams","Broadway Theatre",456242,414720,2004-12-12
"Bombay Dreams","Broadway Theatre",414720,505651,2004-12-19
"Bombay Dreams","Broadway Theatre",505651,912090,2004-12-26
"Bonnie & Clyde","Gerald Schoenfeld Theatre",265147,415841,2011-11-06
"Bonnie & Clyde","Gerald Schoenfeld Theatre",415841,346744,2011-11-13
"Bonnie & Clyde","Gerald Schoenfeld Theatre",346744,395637,2011-11-20
"Bonnie & Clyde","Gerald Schoenfeld Theatre",395637,341908,2011-11-27
"Bonnie & Clyde","Gerald Schoenfeld Theatre",341908,404289,2011-12-04
"Bonnie & Clyde","Gerald Schoenfeld Theatre",404289,333379,2011-12-11
"Bonnie & Clyde","Gerald Schoenfeld Theatre",333379,248221,2011-12-18
"Bonnie & Clyde","Gerald Schoenfeld Theatre",248221,526181,2011-12-25
"Born Yesterday","46th Street Theatre",120090,176282,1989-01-22
"Born Yesterday","46th Street Theatre",176282,169374,1989-01-29
"Born Yesterday","46th Street Theatre",169374,160172,1989-02-05
"Born Yesterday","46th Street Theatre",160172,211736,1989-02-12
"Born Yesterday","46th Street Theatre",211736,174388,1989-02-19
"Born Yesterday","46th Street Theatre",174388,147188,1989-02-26
"Born Yesterday","46th Street Theatre",147188,147025,1989-03-05
"Born Yesterday","46th Street Theatre",147025,161940,1989-03-12
"Born Yesterday","46th Street Theatre",161940,148129,1989-03-19
"Born Yesterday","46th Street Theatre",148129,147263,1989-03-26
"Born Yesterday","46th Street Theatre",147263,147263,1989-04-02
"Born Yesterday","46th Street Theatre",147263,130426,1989-04-09
"Born Yesterday","46th Street Theatre",130426,132772,1989-04-16
"Born Yesterday","46th Street Theatre",132772,146333,1989-04-23
"Born Yesterday","46th Street Theatre",146333,138747,1989-04-30
"Born Yesterday","46th Street Theatre",138747,134314,1989-05-07
"Born Yesterday","46th Street Theatre",134314,169125,1989-05-14
"Born Yesterday","46th Street Theatre",169125,116574,1989-05-21
"Born Yesterday","46th Street Theatre",116574,90886,1989-05-28
"Born Yesterday","46th Street Theatre",90886,123923,1989-06-04
"Born Yesterday","Cort Theatre",137391,156152,2011-04-03
"Born Yesterday","Cort Theatre",156152,146459,2011-04-10
"Born Yesterday","Cort Theatre",146459,212159,2011-04-17
"Born Yesterday","Cort Theatre",212159,205534,2011-04-24
"Born Yesterday","Cort Theatre",205534,218131,2011-05-01
"Born Yesterday","Cort Theatre",218131,243696,2011-05-08
"Born Yesterday","Cort Theatre",243696,288933,2011-05-15
"Born Yesterday","Cort Theatre",288933,266711,2011-05-22
"Born Yesterday","Cort Theatre",266711,213263,2011-05-29
"Born Yesterday","Cort Theatre",213263,237370,2011-06-05
"Born Yesterday","Cort Theatre",237370,203755,2011-06-12
"Born Yesterday","Cort Theatre",203755,263123,2011-06-19
"Breakfast at Tiffany's","Cort Theatre",349270,396866,2013-03-10
"Breakfast at Tiffany's","Cort Theatre",396866,357127,2013-03-17
"Breakfast at Tiffany's","Cort Theatre",357127,411052,2013-03-24
"Breakfast at Tiffany's","Cort Theatre",411052,337621,2013-03-31
"Breakfast at Tiffany's","Cort Theatre",337621,300346,2013-04-07
"Breakfast at Tiffany's","Cort Theatre",300346,323655,2013-04-14
"Breaking the Code","Neil Simon Theatre",37186,171705,1987-11-08
"Breaking the Code","Neil Simon Theatre",171705,203727,1987-11-15
"Breaking the Code","Neil Simon Theatre",203727,239027,1987-11-22
"Breaking the Code","Neil Simon Theatre",239027,240763,1987-11-29
"Breaking the Code","Neil Simon Theatre",240763,242544,1987-12-06
"Breaking the Code","Neil Simon Theatre",242544,190866,1987-12-13
"Breaking the Code","Neil Simon Theatre",190866,230340,1987-12-20
"Breaking the Code","Neil Simon Theatre",230340,276746,1987-12-27
"Breaking the Code","Neil Simon Theatre",276746,203799,1988-01-03
