"show","theatre","current_week","past_week","week_ending"
"Big River","Eugene O'Neill Theatre",176984,227038,1987-04-12
"Big River","Eugene O'Neill Theatre",227038,218871,1987-04-19
"Big River","Eugene O'Neill Theatre",218871,184678,1987-04-26
"Big River","Eugene O'Neill Theatre",184678,176303,1987-05-03
"Big River","Eugene O'Neill Theatre",176303,196410,1987-05-10
"Big River","Eugene O'Neill Theatre",196410,195770,1987-05-17
"Big River","Eugene O'Neill Theatre",195770,167225,1987-05-24
"Big River","Eugene O'Neill Theatre",167225,181330,1987-05-31
"Big River","Eugene O'Neill Theatre",181330,202450,1987-06-07
"Big River","Eugene O'Neill Theatre",202450,190756,1987-06-14
"Big River","Eugene O'Neill Theatre",190756,191719,1987-06-21
"Big River","Eugene O'Neill Theatre",191719,133044,1987-06-28
"Big River","Eugene O'Neill Theatre",133044,163726,1987-07-05
"Big River","Eugene O'Neill Theatre",163726,163867,1987-07-12
"Big River","Eugene O'Neill Theatre",163867,165463,1987-07-19
"Big River","Eugene O'Neill Theatre",165463,162782,1987-07-26
"Big River","Eugene O'Neill Theatre",162782,190905,1987-08-02
"Big River","Eugene O'Neill Theatre",190905,183166,1987-08-09
"Big River","Eugene O'Neill Theatre",183166,178988,1987-08-16
"Big River","Eugene O'Neill Theatre",178988,187893,1987-08-23
"Big River","Eugene O'Neill Theatre",187893,162467,1987-08-30
"Big River","Eugene O'Neill Theatre",162467,150224,1987-09-06
"Big River","Eugene O'Neill Theatre",150224,150224,1987-09-13
"Bill Maher: Victory Begins at Home","Virginia Theatre",118401,171296,2003-05-04
"Bill Maher: Victory Begins at Home","Virginia Theatre",171296,244164,2003-05-11
"Billy Elliot: The Musical","Imperial Theatre",700757,725960,2008-10-05
"Billy Elliot: The Musical","Imperial Theatre",725960,731471,2008-10-12
"Billy Elliot: The Musical","Imperial Theatre",731471,864793,2008-10-19
"Billy Elliot: The Musical","Imperial Theatre",864793,981223,2008-10-26
"Billy Elliot: The Musical","Imperial Theatre",981223,1074139,2008-11-02
"Billy Elliot: The Musical","Imperial Theatre",1074139,793078,2008-11-09
"Billy Elliot: The Musical","Imperial Theatre",793078,1057069,2008-11-16
"Billy Elliot: The Musical","Imperial Theatre",1057069,1245926,2008-11-23
"Billy Elliot: The Musical","Imperial Theatre",1245926,1228762,2008-11-30
"Billy Elliot: The Musical","Imperial Theatre",1228762,1226099,2008-12-07
"Billy Elliot: The Musical","Imperial Theatre",1226099,1207766,2008-12-14
"Billy Elliot: The Musical","Imperial Theatre",1207766,1346998,2008-12-21
"Billy Elliot: The Musical","Imperial Theatre",1346998,1358454,2008-12-28
"Billy Elliot: The Musical","Imperial Theatre",1358454,1221123,2009-01-04
"Billy Elliot: The Musical","Imperial Theatre",1221123,1149588,2009-01-11
"Billy Elliot: The Musical","Imperial Theatre",1149588,1096021,2009-01-18
"Billy Elliot: The Musical","Imperial Theatre",1096021,1066492,2009-01-25
"Billy Elliot: The Musical","Imperial Theatre",1066492,1031690,2009-02-01
"Billy Elliot: The Musical","Imperial Theatre",1031690,1054838,2009-02-08
"Billy Elliot: The Musical","Imperial Theatre",1054838,1180058,2009-02-15
"Billy Elliot: The Musical","Imperial Theatre",1180058,986886,2009-02-22
"Billy Elliot: The Musical","Imperial Theatre",986886,952298,2009-03-01
"Billy Elliot: The Musical","Imperial Theatre",952298,1039706,2009-03-08
"Billy Elliot: The Musical","Imperial Theatre",1039706,1188954,2009-03-15
"Billy Elliot: The Musical","Imperial Theatre",1188954,1146559,2009-03-22
"Billy Elliot: The Musical","Imperial Theatre",1146559,1043929,2009-03-29
"Billy Elliot: The Musical","Imperial Theatre",1043929,1207493,2009-04-05
"Billy Elliot: The Musical","Imperial Theatre",1207493,1182663,2009-04-12
"Billy Elliot: The Musical","Imperial Theatre",1182663,1158561,2009-04-19
"Billy Elliot: The Musical","Imperial Theatre",1158561,1073711,2009-04-26
"Billy Elliot: The Musical","Imperial Theatre",1073711,1120203,2009-05-03
"Billy Elliot: The Musical","Imperial Theatre",1120203,1144260,2009-05-10
"Billy Elliot: The Musical","Imperial Theatre",1144260,1173790,2009-05-17
"Billy Elliot: The Musical","Imperial Theatre",1173790,1253482,2009-05-24
"Billy Elliot: The Musical","Imperial Theatre",1253482,1262792,2009-05-31
"Billy Elliot: The Musical","Imperial Theatre",1262792,1401380,2009-06-07
"Billy Elliot: The Musical","Imperial Theatre",1401380,1425426,2009-06-14
"Billy Elliot: The Musical","Imperial Theatre",1425426,1424911,2009-06-21
"Billy Elliot: The Musical","Imperial Theatre",1424911,1351026,2009-06-28
"Billy Elliot: The Musical","Imperial Theatre",1351026,1435728,2009-07-05
"Billy Elliot: The Musical","Imperial Theatre",1435728,1443565,2009-07-12
"Billy Elliot: The Musical","Imperial Theatre",1443565,1419708,2009-07-19
"Billy Elliot: The Musical","Imperial Theatre",1419708,1420249,2009-07-26
"Billy Elliot: The Musical","Imperial Theatre",1420249,1449415,2009-08-02
"Billy Elliot: The Musical","Imperial Theatre",1449415,1419673,2009-08-09
"Billy Elliot: The Musical","Imperial Theatre",1419673,1413725,2009-08-16
"Billy Elliot: The Musical","Imperial Theatre",1413725,1398914,2009-08-23
"Billy Elliot: The Musical","Imperial Theatre",1398914,1422285,2009-08-30
"Billy Elliot: The Musical","Imperial Theatre",1422285,1375553,2009-09-06
"Billy Elliot: The Musical","Imperial Theatre",1375553,1342233,2009-09-13
"Billy Elliot: The Musical","Imperial Theatre",1342233,1393384,2009-09-20
"Billy Elliot: The Musical","Imperial Theatre",1393384,1393270,2009-09-27
"Billy Elliot: The Musical","Imperial Theatre",1393270,1457463,2009-10-04
"Billy Elliot: The Musical","Imperial Theatre",1457463,1455524,2009-10-11
"Billy Elliot: The Musical","Imperial Theatre",1455524,1429330,2009-10-18
"Billy Elliot: The Musical","Imperial Theatre",1429330,1357268,2009-10-25
"Billy Elliot: The Musical","Imperial Theatre",1357268,1381812,2009-11-01
"Billy Elliot: The Musical","Imperial Theatre",1381812,1387830,2009-11-08
"Billy Elliot: The Musical","Imperial Theatre",1387830,1297066,2009-11-15
"Billy Elliot: The Musical","Imperial Theatre",1297066,1574502,2009-11-22
"Billy Elliot: The Musical","Imperial Theatre",1574502,1426947,2009-11-29
"Billy Elliot: The Musical","Imperial Theatre",1426947,1417238,2009-12-06
"Billy Elliot: The Musical","Imperial Theatre",1417238,1314722,2009-12-13
"Billy Elliot: The Musical","Imperial Theatre",1314722,1573400,2009-12-20
"Billy Elliot: The Musical","Imperial Theatre",1573400,1663895,2009-12-27
"Billy Elliot: The Musical","Imperial Theatre",1663895,1195293,2010-01-03
"Billy Elliot: The Musical","Imperial Theatre",1195293,1222638,2010-01-10
"Billy Elliot: The Musical","Imperial Theatre",1222638,1039267,2010-01-17
"Billy Elliot: The Musical","Imperial Theatre",1039267,1075181,2010-01-24
"Billy Elliot: The Musical","Imperial Theatre",1075181,1006956,2010-01-31
"Billy Elliot: The Musical","Imperial Theatre",1006956,1109442,2010-02-07
"Billy Elliot: The Musical","Imperial Theatre",1109442,1190501,2010-02-14
"Billy Elliot: The Musical","Imperial Theatre",1190501,940033,2010-02-21
"Billy Elliot: The Musical","Imperial Theatre",940033,1031865,2010-02-28
"Billy Elliot: The Musical","Imperial Theatre",1031865,1124274,2010-03-07
"Billy Elliot: The Musical","Imperial Theatre",1124274,1207973,2010-03-14
"Billy Elliot: The Musical","Imperial Theatre",1207973,1196092,2010-03-21
"Billy Elliot: The Musical","Imperial Theatre",1196092,1339244,2010-03-28
"Billy Elliot: The Musical","Imperial Theatre",1339244,1261412,2010-04-04
"Billy Elliot: The Musical","Imperial Theatre",1261412,1179397,2010-04-11
"Billy Elliot: The Musical","Imperial Theatre",1179397,1221108,2010-04-18
"Billy Elliot: The Musical","Imperial Theatre",1221108,1098796,2010-04-25
"Billy Elliot: The Musical","Imperial Theatre",1098796,1116112,2010-05-02
"Billy Elliot: The Musical","Imperial Theatre",1116112,1153492,2010-05-09
"Billy Elliot: The Musical","Imperial Theatre",1153492,1176169,2010-05-16
"Billy Elliot: The Musical","Imperial Theatre",1176169,1158564,2010-05-23
"Billy Elliot: The Musical","Imperial Theatre",1158564,1015157,2010-05-30
"Billy Elliot: The Musical","Imperial Theatre",1015157,1139456,2010-06-06
"Billy Elliot: The Musical","Imperial Theatre",1139456,1107337,2010-06-13
"Billy Elliot: The Musical","Imperial Theatre",1107337,1172529,2010-06-20
"Billy Elliot: The Musical","Imperial Theatre",1172529,1061156,2010-06-27
"Billy Elliot: The Musical","Imperial Theatre",1061156,1096207,2010-07-04
"Billy Elliot: The Musical","Imperial Theatre",1096207,1109921,2010-07-11
"Billy Elliot: The Musical","Imperial Theatre",1109921,1120204,2010-07-18
"Billy Elliot: The Musical","Imperial Theatre",1120204,1109588,2010-07-25
"Billy Elliot: The Musical","Imperial Theatre",1109588,1129644,2010-08-01
"Billy Elliot: The Musical","Imperial Theatre",1129644,1108430,2010-08-08
"Billy Elliot: The Musical","Imperial Theatre",1108430,1039995,2010-08-15
"Billy Elliot: The Musical","Imperial Theatre",1039995,1006495,2010-08-22
"Billy Elliot: The Musical","Imperial Theatre",1006495,1042174,2010-08-29
"Billy Elliot: The Musical","Imperial Theatre",1042174,854498,2010-09-05
"Billy Elliot: The Musical","Imperial Theatre",854498,913386,2010-09-12
"Billy Elliot: The Musical","Imperial Theatre",913386,1000428,2010-09-19
"Billy Elliot: The Musical","Imperial Theatre",1000428,982542,2010-09-26
"Billy Elliot: The Musical","Imperial Theatre",982542,1131195,2010-10-03
"Billy Elliot: The Musical","Imperial Theatre",1131195,1098027,2010-10-10
"Billy Elliot: The Musical","Imperial Theatre",1098027,1122640,2010-10-17
"Billy Elliot: The Musical","Imperial Theatre",1122640,959364,2010-10-24
"Billy Elliot: The Musical","Imperial Theatre",959364,954495,2010-10-31
"Billy Elliot: The Musical","Imperial Theatre",954495,1014035,2010-11-07
"Billy Elliot: The Musical","Imperial Theatre",1014035,1042020,2010-11-14
"Billy Elliot: The Musical","Imperial Theatre",1042020,1242163,2010-11-21
"Billy Elliot: The Musical","Imperial Theatre",1242163,1037838,2010-11-28
"Billy Elliot: The Musical","Imperial Theatre",1037838,1066328,2010-12-05
"Billy Elliot: The Musical","Imperial Theatre",1066328,978780,2010-12-12
"Billy Elliot: The Musical","Imperial Theatre",978780,1011143,2010-12-19
"Billy Elliot: The Musical","Imperial Theatre",1011143,1518486,2010-12-26
"Billy Elliot: The Musical","Imperial Theatre",1518486,931502,2011-01-02
"Billy Elliot: The Musical","Imperial Theatre",931502,851643,2011-01-09
"Billy Elliot: The Musical","Imperial Theatre",851643,739234,2011-01-16
"Billy Elliot: The Musical","Imperial Theatre",739234,761963,2011-01-23
"Billy Elliot: The Musical","Imperial Theatre",761963,695007,2011-01-30
"Billy Elliot: The Musical","Imperial Theatre",695007,796659,2011-02-06
"Billy Elliot: The Musical","Imperial Theatre",796659,873024,2011-02-13
"Billy Elliot: The Musical","Imperial Theatre",873024,892911,2011-02-20
"Billy Elliot: The Musical","Imperial Theatre",892911,747160,2011-02-27
"Billy Elliot: The Musical","Imperial Theatre",747160,874497,2011-03-06
"Billy Elliot: The Musical","Imperial Theatre",874497,974433,2011-03-13
"Billy Elliot: The Musical","Imperial Theatre",974433,971957,2011-03-20
"Billy Elliot: The Musical","Imperial Theatre",971957,896052,2011-03-27
"Billy Elliot: The Musical","Imperial Theatre",896052,885606,2011-04-03
"Billy Elliot: The Musical","Imperial Theatre",885606,934083,2011-04-10
"Billy Elliot: The Musical","Imperial Theatre",934083,1146401,2011-04-17
"Billy Elliot: The Musical","Imperial Theatre",1146401,986361,2011-04-24
"Billy Elliot: The Musical","Imperial Theatre",986361,876871,2011-05-01
"Billy Elliot: The Musical","Imperial Theatre",876871,880010,2011-05-08
"Billy Elliot: The Musical","Imperial Theatre",880010,1001655,2011-05-15
"Billy Elliot: The Musical","Imperial Theatre",1001655,943216,2011-05-22
"Billy Elliot: The Musical","Imperial Theatre",943216,744647,2011-05-29
"Billy Elliot: The Musical","Imperial Theatre",744647,830338,2011-06-05
"Billy Elliot: The Musical","Imperial Theatre",830338,841939,2011-06-12
"Billy Elliot: The Musical","Imperial Theatre",841939,951214,2011-06-19
"Billy Elliot: The Musical","Imperial Theatre",951214,880874,2011-06-26
"Billy Elliot: The Musical","Imperial Theatre",880874,828472,2011-07-03
"Billy Elliot: The Musical","Imperial Theatre",828472,841404,2011-07-10
"Billy Elliot: The Musical","Imperial Theatre",841404,855248,2011-07-17
"Billy Elliot: The Musical","Imperial Theatre",855248,855816,2011-07-24
"Billy Elliot: The Musical","Imperial Theatre",855816,837491,2011-07-31
"Billy Elliot: The Musical","Imperial Theatre",837491,802987,2011-08-07
"Billy Elliot: The Musical","Imperial Theatre",802987,731895,2011-08-14
"Billy Elliot: The Musical","Imperial Theatre",731895,358485,2011-08-21
"Billy Elliot: The Musical","Imperial Theatre",358485,711702,2011-08-28
"Billy Elliot: The Musical","Imperial Theatre",711702,492525,2011-09-04
"Billy Elliot: The Musical","Imperial Theatre",492525,628149,2011-09-11
"Billy Elliot: The Musical","Imperial Theatre",628149,723478,2011-09-18
"Billy Elliot: The Musical","Imperial Theatre",723478,718015,2011-09-25
"Billy Elliot: The Musical","Imperial Theatre",718015,788846,2011-10-02
"Billy Elliot: The Musical","Imperial Theatre",788846,814662,2011-10-09
"Billy Elliot: The Musical","Imperial Theatre",814662,849504,2011-10-16
"Billy Elliot: The Musical","Imperial Theatre",849504,713713,2011-10-23
"Billy Elliot: The Musical","Imperial Theatre",713713,720737,2011-10-30
"Billy Elliot: The Musical","Imperial Theatre",720737,816398,2011-11-06
"Billy Elliot: The Musical","Imperial Theatre",816398,715453,2011-11-13
"Billy Elliot: The Musical","Imperial Theatre",715453,922035,2011-11-20
"Billy Elliot: The Musical","Imperial Theatre",922035,728353,2011-11-27
"Billy Elliot: The Musical","Imperial Theatre",728353,799109,2011-12-04
"Billy Elliot: The Musical","Imperial Theatre",799109,817957,2011-12-11
"Billy Elliot: The Musical","Imperial Theatre",817957,786558,2011-12-18
"Billy Elliot: The Musical","Imperial Theatre",786558,1453172,2011-12-25
"Billy Elliot: The Musical","Imperial Theatre",1453172,1118453,2012-01-01
"Biloxi Blues","Neil Simon Theatre",306839,310012,1985-06-09
"Biloxi Blues","Neil Simon Theatre",310012,311884,1985-06-16
"Biloxi Blues","Neil Simon Theatre",311884,308513,1985-06-23
"Biloxi Blues","Neil Simon Theatre",308513,276542,1985-06-30
"Biloxi Blues","Neil Simon Theatre",276542,288929,1985-07-07
"Biloxi Blues","Neil Simon Theatre",288929,287590,1985-07-14
"Biloxi Blues","Neil Simon Theatre",287590,288256,1985-07-21
"Biloxi Blues","Neil Simon Theatre",288256,281677,1985-07-28
"Biloxi Blues","Neil Simon Theatre",281677,290979,1985-08-04
"Biloxi Blues","Neil Simon Theatre",290979,298553,1985-08-11
"Biloxi Blues","Neil Simon Theatre",298553,296460,1985-08-18
"Biloxi Blues","Neil Simon Theatre",296460,279943,1985-08-25
"Biloxi Blues","Neil Simon Theatre",279943,212616,1985-09-01
"Biloxi Blues","Neil Simon Theatre",212616,238743,1985-09-08
"Biloxi Blues","Neil Simon Theatre",238743,219835,1985-09-15
"Biloxi Blues","Neil Simon Theatre",219835,204844,1985-09-22
"Biloxi Blues","Neil Simon Theatre",204844,231213,1985-09-29
"Biloxi Blues","Neil Simon Theatre",231213,236626,1985-10-06
"Biloxi Blues","Neil Simon Theatre",236626,250828,1985-10-13
"Biloxi Blues","Neil Simon Theatre",250828,235868,1985-10-20
"Biloxi Blues","Neil Simon Theatre",235868,220024,1985-10-27
"Biloxi Blues","Neil Simon Theatre",220024,218962,1985-11-03
"Biloxi Blues","Neil Simon Theatre",218962,220721,1985-11-10
"Biloxi Blues","Neil Simon Theatre",220721,210168,1985-11-17
"Biloxi Blues","Neil Simon Theatre",210168,260873,1985-11-24
"Biloxi Blues","Neil Simon Theatre",260873,232265,1985-12-01
"Biloxi Blues","Neil Simon Theatre",232265,199590,1985-12-08
"Biloxi Blues","Neil Simon Theatre",199590,134151,1985-12-15
"Biloxi Blues","Neil Simon Theatre",134151,246859,1985-12-22
"Biloxi Blues","Neil Simon Theatre",246859,203250,1985-12-29
"Biloxi Blues","Neil Simon Theatre",203250,147275,1986-01-05
"Biloxi Blues","Neil Simon Theatre",147275,156722,1986-01-12
"Biloxi Blues","Neil Simon Theatre",156722,126669,1986-01-19
"Biloxi Blues","Neil Simon Theatre",126669,114041,1986-01-26
"Biloxi Blues","Neil Simon Theatre",114041,105286,1986-02-02
"Biloxi Blues","Neil Simon Theatre",105286,148327,1986-02-09
"Biloxi Blues","Neil Simon Theatre",148327,120838,1986-02-16
"Biloxi Blues","Neil Simon Theatre",120838,108678,1986-02-23
"Biloxi Blues","Neil Simon Theatre",108678,108491,1986-03-02
"Biloxi Blues","Neil Simon Theatre",108491,138261,1986-03-09
"Biloxi Blues","Neil Simon Theatre",138261,126305,1986-03-16
"Biloxi Blues","Neil Simon Theatre",126305,145573,1986-03-23
"Biloxi Blues","Neil Simon Theatre",145573,122002,1986-03-30
"Biloxi Blues","Neil Simon Theatre",122002,112442,1986-04-06
"Biloxi Blues","Neil Simon Theatre",112442,105089,1986-04-13
"Biloxi Blues","Neil Simon Theatre",105089,110479,1986-04-20
"Biloxi Blues","Neil Simon Theatre",110479,94991,1986-04-27
"Biloxi Blues","Neil Simon Theatre",94991,90753,1986-05-04
"Biloxi Blues","Neil Simon Theatre",90753,123827,1986-05-11
"Biloxi Blues","Neil Simon Theatre",123827,123356,1986-05-18
"Biloxi Blues","Neil Simon Theatre",123356,77145,1986-05-25
"Biloxi Blues","Neil Simon Theatre",77145,100368,1986-06-01
"Biloxi Blues","Neil Simon Theatre",100368,104976,1986-06-08
"Biloxi Blues","Neil Simon Theatre",104976,108806,1986-06-15
"Biloxi Blues","Neil Simon Theatre",108806,136340,1986-06-22
"Black and Blue","Minskoff Theatre",135740,174231,1989-01-01
"Black and Blue","Minskoff Theatre",174231,225812,1989-01-08
"Black and Blue","Minskoff Theatre",225812,204568,1989-01-15
"Black and Blue","Minskoff Theatre",204568,232688,1989-01-22
"Black and Blue","Minskoff Theatre",232688,225561,1989-01-29
"Black and Blue","Minskoff Theatre",225561,294709,1989-02-05
"Black and Blue","Minskoff Theatre",294709,343995,1989-02-12
"Black and Blue","Minskoff Theatre",343995,326104,1989-02-19
"Black and Blue","Minskoff Theatre",326104,298811,1989-02-26
"Black and Blue","Minskoff Theatre",298811,333625,1989-03-05
"Black and Blue","Minskoff Theatre",333625,329037,1989-03-12
"Black and Blue","Minskoff Theatre",329037,364404,1989-03-19
"Black and Blue","Minskoff Theatre",364404,337734,1989-03-26
"Black and Blue","Minskoff Theatre",337734,337734,1989-04-02
"Black and Blue","Minskoff Theatre",337734,275634,1989-04-09
"Black and Blue","Minskoff Theatre",275634,320559,1989-04-16
"Black and Blue","Minskoff Theatre",320559,322600,1989-04-23
"Black and Blue","Minskoff Theatre",322600,343588,1989-04-30
"Black and Blue","Minskoff Theatre",343588,360987,1989-05-07
"Black and Blue","Minskoff Theatre",360987,391994,1989-05-14
"Black and Blue","Minskoff Theatre",391994,395395,1989-05-21
"Black and Blue","Minskoff Theatre",395395,293387,1989-05-28
"Black and Blue","Minskoff Theatre",293387,395229,1989-06-04
"Black and Blue","Minskoff Theatre",395229,427142,1989-06-11
"Black and Blue","Minskoff Theatre",427142,391693,1989-06-18
"Black and Blue","Minskoff Theatre",391693,349714,1989-06-25
"Black and Blue","Minskoff Theatre",349714,309598,1989-07-02
"Black and Blue","Minskoff Theatre",309598,359951,1989-07-09
"Black and Blue","Minskoff Theatre",359951,358919,1989-07-16
"Black and Blue","Minskoff Theatre",358919,347470,1989-07-23
"Black and Blue","Minskoff Theatre",347470,335089,1989-07-30
"Black and Blue","Minskoff Theatre",335089,383857,1989-08-06
"Black and Blue","Minskoff Theatre",383857,397071,1989-08-13
"Black and Blue","Minskoff Theatre",397071,330474,1989-08-20
"Black and Blue","Minskoff Theatre",330474,347197,1989-08-27
"Black and Blue","Minskoff Theatre",347197,329986,1989-09-03
"Black and Blue","Minskoff Theatre",329986,379150,1989-09-10
"Black and Blue","Minskoff Theatre",379150,376058,1989-09-17
"Black and Blue","Minskoff Theatre",376058,337436,1989-09-24
"Black and Blue","Minskoff Theatre",337436,405749,1989-10-01
"Black and Blue","Minskoff Theatre",405749,404317,1989-10-08
"Black and Blue","Minskoff Theatre",404317,421842,1989-10-15
"Black and Blue","Minskoff Theatre",421842,409508,1989-10-22
"Black and Blue","Minskoff Theatre",409508,376771,1989-10-29
"Black and Blue","Minskoff Theatre",376771,376459,1989-11-05
"Black and Blue","Minskoff Theatre",376459,349423,1989-11-12
"Black and Blue","Minskoff Theatre",349423,413036,1989-11-19
"Black and Blue","Minskoff Theatre",413036,344314,1989-11-26
"Black and Blue","Minskoff Theatre",344314,378630,1989-12-03
"Black and Blue","Minskoff Theatre",378630,259190,1989-12-10
"Black and Blue","Minskoff Theatre",259190,237106,1989-12-17
"Black and Blue","Minskoff Theatre",237106,532872,1989-12-24
"Black and Blue","Minskoff Theatre",532872,275436,1989-12-31
"Black and Blue","Minskoff Theatre",275436,282800,1990-01-07
"Black and Blue","Minskoff Theatre",282800,260012,1990-01-14
"Black and Blue","Minskoff Theatre",260012,265534,1990-01-21
"Black and Blue","Minskoff Theatre",265534,235418,1990-01-28
"Black and Blue","Minskoff Theatre",235418,255705,1990-02-04
"Black and Blue","Minskoff Theatre",255705,342328,1990-02-11
"Black and Blue","Minskoff Theatre",342328,318087,1990-02-18
"Black and Blue","Minskoff Theatre",318087,259049,1990-02-25
"Black and Blue","Minskoff Theatre",259049,266269,1990-03-04
"Black and Blue","Minskoff Theatre",266269,265661,1990-03-11
"Black and Blue","Minskoff Theatre",265661,319229,1990-03-18
"Black and Blue","Minskoff Theatre",319229,305416,1990-03-25
"Black and Blue","Minskoff Theatre",305416,264625,1990-04-01
"Black and Blue","Minskoff Theatre",264625,349810,1990-04-08
"Black and Blue","Minskoff Theatre",349810,307951,1990-04-15
"Black and Blue","Minskoff Theatre",307951,332406,1990-04-22
"Black and Blue","Minskoff Theatre",332406,304868,1990-04-29
"Black and Blue","Minskoff Theatre",304868,294079,1990-05-06
"Black and Blue","Minskoff Theatre",294079,323504,1990-05-13
"Black and Blue","Minskoff Theatre",323504,322915,1990-05-20
"Black and Blue","Minskoff Theatre",322915,225270,1990-05-27
"Black and Blue","Minskoff Theatre",225270,242890,1990-06-03
"Black and Blue","Minskoff Theatre",242890,279737,1990-06-10
"Black and Blue","Minskoff Theatre",279737,301675,1990-06-17
"Black and Blue","Minskoff Theatre",301675,221560,1990-06-24
"Black and Blue","Minskoff Theatre",221560,205793,1990-07-01
"Black and Blue","Minskoff Theatre",205793,265890,1990-07-08
"Black and Blue","Minskoff Theatre",265890,248220,1990-07-15
"Black and Blue","Minskoff Theatre",248220,277140,1990-07-22
"Black and Blue","Minskoff Theatre",277140,262280,1990-07-29
"Black and Blue","Minskoff Theatre",262280,302257,1990-08-05
"Black and Blue","Minskoff Theatre",302257,315753,1990-08-12
"Black and Blue","Minskoff Theatre",315753,277666,1990-08-19
"Black and Blue","Minskoff Theatre",277666,310140,1990-08-26
"Black and Blue","Minskoff Theatre",310140,273151,1990-09-02
"Black and Blue","Minskoff Theatre",273151,331142,1990-09-09
"Black and Blue","Minskoff Theatre",331142,348101,1990-09-16
"Black and Blue","Minskoff Theatre",348101,305785,1990-09-23
"Black and Blue","Minskoff Theatre",305785,375957,1990-09-30
"Black and Blue","Minskoff Theatre",375957,402090,1990-10-07
"Black and Blue","Minskoff Theatre",402090,384886,1990-10-14
"Black and Blue","Minskoff Theatre",384886,332885,1990-10-21
"Black and Blue","Minskoff Theatre",332885,319767,1990-10-28
"Black and Blue","Minskoff Theatre",319767,291081,1990-11-04
"Black and Blue","Minskoff Theatre",291081,243038,1990-11-11
"Black and Blue","Minskoff Theatre",243038,304548,1990-11-18
"Black and Blue","Minskoff Theatre",304548,227767,1990-11-25
"Black and Blue","Minskoff Theatre",227767,297194,1990-12-02
"Black and Blue","Minskoff Theatre",297194,183014,1990-12-09
"Black and Blue","Minskoff Theatre",183014,190779,1990-12-16
"Black and Blue","Minskoff Theatre",190779,379946,1990-12-23
"Black and Blue","Minskoff Theatre",379946,254397,1990-12-30
"Black and Blue","Minskoff Theatre",254397,160917,1991-01-06
"Black and Blue","Minskoff Theatre",160917,173156,1991-01-13
"Blackbird","Belasco Theatre",156916,439752.5,2016-02-07
"Blackbird","Belasco Theatre",439752.5,417989,2016-02-14
"Blackbird","Belasco Theatre",417989,399451.5,2016-02-21
"Blackbird","Belasco Theatre",399451.5,365047.5,2016-02-28
"Blackbird","Belasco Theatre",365047.5,411983.5,2016-03-06
"Blackbird","Belasco Theatre",411983.5,483634.5,2016-03-13
"Blackbird","Belasco Theatre",483634.5,475195.5,2016-03-20
"Blackbird","Belasco Theatre",475195.5,443328.5,2016-03-27
"Blackbird","Belasco Theatre",443328.5,433038.36,2016-04-03
"Blackbird","Belasco Theatre",433038.36,414555.5,2016-04-10
"Blackbird","Belasco Theatre",414555.5,371241.36,2016-04-17
"Blackbird","Belasco Theatre",371241.36,417680,2016-04-24
"Blackbird","Belasco Theatre",417680,408567,2016-05-01
"Blackbird","Belasco Theatre",408567,424525,2016-05-08
"Blackbird","Belasco Theatre",424525,434330,2016-05-15
"Blackbird","Belasco Theatre",434330,392757.5,2016-05-22
"Blackbird","Belasco Theatre",392757.5,413283.8,2016-05-29
"Blackbird","Belasco Theatre",413283.8,552393.5,2016-06-05
"Blast!","Broadway Theatre",174610,376313,2001-04-08
"Blast!","Broadway Theatre",376313,415214,2001-04-15
"Blast!","Broadway Theatre",415214,375798,2001-04-22
"Blast!","Broadway Theatre",375798,295794,2001-04-29
"Blast!","Broadway Theatre",295794,292635,2001-05-06
"Blast!","Broadway Theatre",292635,380529,2001-05-13
"Blast!","Broadway Theatre",380529,424603,2001-05-20
"Blast!","Broadway Theatre",424603,410011,2001-05-27
"Blast!","Broadway Theatre",410011,408078,2001-06-03
"Blast!","Broadway Theatre",408078,280014,2001-06-10
"Blast!","Broadway Theatre",280014,306008,2001-06-17
"Blast!","Broadway Theatre",306008,298461,2001-06-24
"Blast!","Broadway Theatre",298461,293141,2001-07-01
"Blast!","Broadway Theatre",293141,331271,2001-07-08
"Blast!","Broadway Theatre",331271,328406,2001-07-15
"Blast!","Broadway Theatre",328406,363682,2001-07-22
"Blast!","Broadway Theatre",363682,351495,2001-07-29
"Blast!","Broadway Theatre",351495,371241,2001-08-05
"Blast!","Broadway Theatre",371241,381143,2001-08-12
"Blast!","Broadway Theatre",381143,382411,2001-08-19
"Blast!","Broadway Theatre",382411,391278,2001-08-26
"Blast!","Broadway Theatre",391278,232820,2001-09-02
"Blast!","Broadway Theatre",232820,52433,2001-09-09
"Blast!","Broadway Theatre",52433,251738,2001-09-16
"Blithe Spirit","Neil Simon Theatre",201931,250908,1987-03-15
"Blithe Spirit","Neil Simon Theatre",250908,262249,1987-03-22
"Blithe Spirit","Neil Simon Theatre",262249,230126,1987-03-29
"Blithe Spirit","Neil Simon Theatre",230126,257968,1987-04-05
"Blithe Spirit","Neil Simon Theatre",257968,244886,1987-04-12
"Blithe Spirit","Neil Simon Theatre",244886,253632,1987-04-19
"Blithe Spirit","Neil Simon Theatre",253632,248134,1987-04-26
"Blithe Spirit","Neil Simon Theatre",248134,201661,1987-05-03
"Blithe Spirit","Neil Simon Theatre",201661,231719,1987-05-10
"Blithe Spirit","Neil Simon Theatre",231719,211166,1987-05-17
"Blithe Spirit","Neil Simon Theatre",211166,135425,1987-05-24
